user_id,age,age_group,gender,married,has_children,home_country,home_city,home_airport_lat,home_airport_lon,destination_airport_lat,destination_airport_lon,destinations,avg_session_time,discount_flight_proportion,discount_hotel_proportion,avg_flight_discount,avg_hotel_discount,flight_book_count,hotel_book_count,avg_page_clicks,cancellation_count,destinations,mdn_seats,mdn_checked_bags,airlines,avg_base_fare_usd,hotel_names,mdn_nights,mdn_rooms,avg_hotel_per_room_usd,season_purchase_made,avg_booking_lead_time,season_departure_time,avg_haversine_distance,trip_types,scaled_ADS_per_km,bargain_hunter_index,free_hotel_meal,free_checked_bag,no_cancellation_fee,exclusive_discounts,1_night_free_hotel_with_flight,early_booking_discount
160754,46,36-55,F,True,True,usa,new york,40.777,-73.872,45.323,-75.669,['ottawa'],0 days 00:02:44,0.0,0.0,0.0,0.0,1,1,22,0,['ottawa'],1,1,['Air Canada'],94,['Fairmont - ottawa'],2,1,214,Summer,11.0,Summer,526.0,International,0.18958746644255636,0.0,0,1,0,0,0,1
164522,48,36-55,F,True,False,usa,kansas city,39.297,-94.714,40.64,-73.779,['new york'],0 days 00:02:55,1.0,0.0,0.05,0.0,1,1,23,0,['new york'],1,1,['British Airways'],328,['Fairmont - new york'],13,1,233,Winter,8.0,Winter,1786.0,International,0.18332786369782872,0.009166393184891436,0,1,0,1,0,0
174997,32,18-35,F,False,False,usa,grand rapids,42.881,-85.523,33.942,-118.408,"['los angeles', 'chicago']",0 days 00:02:44.500000,0.0,0.0,0.0,0.0,2,2,22,0,"['los angeles', 'chicago']",1,0,"['JetBlue Airways', 'American Airlines']",295,"['Marriott  - los angeles', 'Conrad  - chicago']",2,1,112,Winter/Spring,8.0,Winter/Spring,1615.0,International,0.19542796738462725,0.0,0,0,0,0,0,0
175032,29,18-35,F,False,False,usa,houston,29.98,-95.34,35.042,-89.977,['memphis'],0 days 00:02:42,0.0,0.0,0.0,0.0,1,1,21,0,['memphis'],1,1,['American Airlines'],152,['Rosewood - memphis'],1,1,182,Spring,4.0,Spring,755.0,International,0.22298461948206072,0.0,0,1,0,0,0,0
181157,53,36-55,F,True,False,usa,houston,29.645,-95.279,35.393,-97.601,"['oklahoma city', 'oklahoma city', 'los angeles']",0 days 00:03:53.666666666,0.3333333333333333,0.3333333333333333,0.049999999999999996,0.049999999999999996,3,3,32,0,"['oklahoma city', 'oklahoma city', 'los angeles']",1,1,"['Air France', 'JetBlue Airways', 'United Airlines']",346,"['Crowne Plaza - oklahoma city', 'Radisson  - oklahoma city', 'Radisson  - los angeles']",2,1,162,Winter/Spring,5.0,Winter/Spring,1194.0,International,0.33220826331447273,0.005536804388574545,0,1,0,1,1,0
182191,19,18-35,F,False,True,usa,phoenix,33.434,-112.008,45.589,-122.597,['portland'],0 days 01:20:20.303752,1.0,1.0,0.0,0.0,1,1,80,1,['portland'],2,1,['Alaska Airlines'],538,['nan'],0,0,0,Winter,18.0,Winter,1625.0,International,0.4145797899104853,0.0,0,1,0,0,0,1
187212,54,36-55,F,True,True,usa,los angeles,33.942,-118.408,50.056,-97.032,['winnipeg'],0 days 00:03:35,0.0,0.0,0.0,0.0,1,1,29,0,['winnipeg'],1,1,['American Airlines'],427,['Banyan Tree  - winnipeg'],4,1,84,Winter,10.0,Spring,2499.0,International,0.1780124146888829,0.0,0,1,0,0,0,0
190866,37,36-55,F,False,False,usa,tallahassee,30.396,-84.35,39.858,-104.667,"['denver', 'toronto', 'jacksonville']",0 days 00:03:20.666666666,0.0,0.0,0.0,0.0,3,3,27,0,"['denver', 'toronto', 'jacksonville']",1,0,"['Delta Air Lines', 'Ryanair', 'Ryanair']",224,"['Fairmont - denver', 'Fairmont - toronto', 'Four Seasons - jacksonville']",1,1,184,Winter/Spring,6.0,Winter/Spring,1312.0,International,0.17781064913935907,0.0,0,0,0,0,1,0
195192,28,18-35,F,False,False,usa,chicago,41.786,-87.752,40.64,-73.779,['new york'],0 days 00:02:13,0.0,0.0,0.0,0.0,1,1,18,0,['new york'],2,0,['Spirit Airlines'],394,['NH Hotel  - new york'],1,2,160,Spring,15.0,Spring,1174.0,International,0.42126570457574897,0.0,0,0,0,0,0,1
204943,41,36-55,M,False,False,canada,ottawa,45.323,-75.669,40.64,-73.779,"['new york', 'new york', 'new york', 'san antonio', 'san antonio']",0 days 00:03:16.800000,0.2,0.0,0.02,0.0,5,5,27,0,"['new york', 'new york', 'new york', 'san antonio', 'san antonio']",1,1,"['Delta Air Lines', 'KLM Royal Dutch Airlines', 'JetBlue Airways', 'Conviasa', 'American Airlines']",289,"['Accor - new york', 'Aman Resorts - new york', 'Four Seasons - new york', 'Banyan Tree  - san antonio', 'InterContinental  - san antonio']",4,1,186,Winter/Spring/Summer,45.0,Winter/Spring,1383.0,International,0.22809696590893375,0.000912387863635735,0,1,0,0,1,1
204997,38,36-55,F,True,False,usa,kansas city,39.297,-94.714,40.64,-73.779,"['new york', 'fort worth']",0 days 00:02:33,0.0,0.0,0.0,0.0,2,1,20,0,"['new york', 'fort worth']",1,0,"['JetBlue Airways', 'Delta Air Lines']",244,"['nan', 'Banyan Tree  - fort worth']",2,0,36,Spring/Summer,7.0,Spring/Summer,1272.0,International,0.20895582653638056,0.0,0,0,0,0,0,0
205044,40,36-55,F,True,True,canada,toronto,43.862,-79.37,33.942,-118.408,"['los angeles', 'philadelphia']",0 days 00:02:45.500000,0.5,0.0,0.025,0.0,2,2,22,0,"['los angeles', 'philadelphia']",2,0,"['Ryanair', 'United Airlines']",389,"['Aman Resorts - los angeles', 'Accor - philadelphia']",3,2,316,Spring,6.0,Spring,2038.0,International,0.20050611406771307,0.0025063264258464134,0,0,0,1,0,0
206011,39,36-55,F,False,True,usa,kansas city,39.297,-94.714,39.717,-86.294,"['indianapolis', 'chicago', 'san diego', 'san jose']",0 days 00:03:02.250000,0.25,0.25,0.0125,0.0375,4,3,24,0,"['indianapolis', 'chicago', 'san diego', 'san jose']",1,0,"['Virgin Australia', 'United Airlines', 'American Airlines', 'Cebu Pacific']",262,"['Aman Resorts - indianapolis', 'nan', 'Wyndham - san diego', 'Hilton - san jose']",0,1,85,Winter/Spring,6.0,Winter/Spring,1474.0,International,0.18488967865407463,0.0005777802457939832,0,0,0,0,1,0
217136,38,36-55,F,False,True,usa,little rock,34.729,-92.224,47.53,-122.302,['seattle'],0 days 00:02:48,0.0,0.0,0.0,0.0,1,1,23,0,['seattle'],1,0,['Kenmore Air'],540,['Fairmont - seattle'],1,1,380,Winter,7.0,Winter,2867.0,International,0.20382647644033963,0.0,0,0,0,0,0,0
220725,40,36-55,F,False,False,usa,stockton,37.894,-121.239,41.786,-87.752,"['chicago', 'austin']",0 days 00:02:14.500000,0.0,0.5,0.0,0.025,2,1,18,0,"['chicago', 'austin']",1,0,"['United Airlines', 'Air France']",407,"['nan', 'Starwood  - austin']",2,0,61,Winter/Summer,4.0,Winter/Summer,2600.0,International,0.15685260189217226,0.0,0,0,0,0,0,0
224996,42,36-55,F,False,True,canada,halifax,44.881,-63.509,40.64,-73.779,['new york'],0 days 00:02:42,0.0,0.0,0.0,0.0,1,1,22,0,['new york'],1,0,['JetBlue Airways'],169,['Banyan Tree  - new york'],0,1,231,Spring,8.0,Spring,961.0,International,0.1853809513445433,0.0,0,0,0,0,0,0
226367,43,36-55,F,False,False,usa,washington,38.944,-77.456,40.64,-73.779,"['new york', 'chicago']",0 days 00:02:39.500000,0.5,0.0,0.025,0.0,2,2,22,0,"['new york', 'chicago']",2,0,"['Allegiant Air', 'Air Canada']",134,"['Best Western - new york', 'Wyndham - chicago']",2,2,284,Spring/Summer,8.0,Spring/Summer,647.0,International,0.22388165282687378,0.0027985206603359223,0,0,0,1,0,0
228872,34,18-35,M,False,False,usa,san antonio,29.529,-98.279,45.589,-122.597,['portland'],0 days 00:04:55,0.0,0.0,0.0,0.0,1,1,39,0,['portland'],1,1,['American Airlines'],509,['Wyndham - portland'],5,1,72,Spring,5.0,Spring,2770.0,International,0.19704039921972916,0.0,0,1,0,0,0,0
229009,17,Under 18,F,False,False,usa,stockton,37.894,-121.239,53.667,-113.467,['edmonton'],0 days 00:02:38,0.0,0.0,0.0,0.0,1,1,21,0,['edmonton'],1,1,['United Airlines'],333,['Wyndham - edmonton'],1,1,124,Spring,4.0,Spring,1852.0,International,0.19120937416987588,0.0,0,1,0,0,0,0
229108,25,18-35,F,False,False,usa,burlington,44.472,-73.153,30.194,-97.67,['austin'],0 days 00:01:58,0.0,0.0,0.0,0.0,1,0,16,0,['austin'],1,0,['KLM Royal Dutch Airlines'],439,['nan'],0,0,0,Spring,168.0,Fall,2669.0,International,0.16858083909680865,0.0,0,0,0,0,0,1
229330,47,36-55,F,True,False,usa,colorado springs,38.806,-104.7,33.942,-118.408,"['los angeles', 'san antonio', 'fort worth', 'los angeles']",0 days 00:02:45,0.0,0.0,0.0,0.0,4,4,22,0,"['los angeles', 'san antonio', 'fort worth', 'los angeles']",2,0,"['American Airlines', 'United Airlines', 'Ryanair', 'Virgin America']",387,"['Extended Stay  - los angeles', 'Extended Stay  - san antonio', 'Hilton - fort worth', 'Banyan Tree  - los angeles']",1,2,209,Winter/Summer,7.0,Winter/Summer,1201.0,International,0.40151841217139644,0.0,0,0,0,0,1,0
232647,17,Under 18,F,False,False,usa,birmingham,33.563,-86.753,40.64,-73.779,['new york'],0 days 00:02:33,0.0,0.0,0.0,0.0,1,0,21,0,['new york'],1,1,['Southwest Airlines'],237,['nan'],0,0,0,Winter,7.0,Spring,1392.0,International,0.17711207940808732,0.0,0,1,0,0,0,0
252835,37,36-55,F,False,True,usa,chicago,41.979,-87.904,53.667,-113.467,"['edmonton', 'phoenix', 'phoenix', 'new york', 'new york']",0 days 00:02:19.200000,0.2,0.0,0.06,0.0,5,4,19,0,"['edmonton', 'phoenix', 'phoenix', 'new york', 'new york']",1,1,"['American Airlines', 'Southwest Airlines', 'American Airlines', 'TAM Brazilian Airlines', 'Delta Air Lines']",335,"['Hilton - edmonton', 'Shangri-La - phoenix', 'nan', 'Marriott  - new york', 'Radisson  - new york']",3,1,106,Winter/Spring/Summer,7.0,Winter/Spring/Summer,1868.0,International,0.17462751136504923,0.002095530136380591,0,1,0,1,1,0
264470,45,36-55,F,False,True,usa,bakersfield,35.433,-119.057,33.535,-112.383,['phoenix'],0 days 00:03:25,0.0,0.0,0.0,0.0,1,1,27,0,['phoenix'],1,1,['Southwest Airlines'],117,['Hyatt - phoenix'],6,1,309,Spring,9.0,Spring,647.0,International,0.192728825890708,0.0,0,1,0,0,0,0
276512,41,36-55,F,True,True,usa,austin,30.194,-97.67,39.872,-75.241,['philadelphia'],0 days 00:03:17,0.0,0.0,0.0,0.0,1,1,26,0,['philadelphia'],1,1,['United Airlines'],396,['Wyndham - philadelphia'],1,1,100,Winter,10.0,Winter,2299.0,International,0.18005082597031663,0.0,0,1,0,0,0,0
281952,36,36-55,F,False,False,usa,louisville,38.228,-85.664,40.64,-73.779,"['new york', 'calgary']",0 days 00:03:01.500000,0.0,0.5,0.0,0.075,2,2,24,0,"['new york', 'calgary']",1,2,"['Delta Air Lines', 'WestJet']",342,"['Aman Resorts - new york', 'Fairmont - calgary']",1,1,132,Spring/Summer,7.0,Spring/Summer,1845.0,International,0.19941973949336522,0.0,0,1,0,0,0,0
290123,40,36-55,F,True,False,usa,houston,29.645,-95.279,40.64,-73.779,"['new york', 'san francisco', 'phoenix', 'montreal', 'denver']",0 days 00:03:02.400000,0.0,0.0,0.0,0.0,5,4,25,0,"['new york', 'san francisco', 'phoenix', 'montreal', 'denver']",1,0,"['Allegiant Air', 'United Airlines', 'Delta Air Lines', 'Ryanair', 'United Airlines']",387,"['Crowne Plaza - new york', 'nan', 'Aman Resorts - phoenix', 'Rosewood - montreal', 'Four Seasons - denver']",0,1,226,Winter/Spring/Summer,6.0,Winter/Spring/Summer,2128.0,International,0.19424425403733836,0.0,0,0,0,0,1,0
297546,51,36-55,F,True,False,usa,new york,40.64,-73.779,43.862,-79.37,"['toronto', 'chicago', 'nashville']",0 days 00:03:29,0.0,0.0,0.0,0.0,3,3,28,0,"['toronto', 'chicago', 'nashville']",2,1,"['United Airlines', 'Southwest Airlines', 'Southwest Airlines']",300,"['Accor - toronto', 'Rosewood - chicago', 'Banyan Tree  - nashville']",4,2,104,Spring/Summer,5.0,Spring/Summer,996.0,International,0.37047000892206483,0.0,0,1,0,0,1,0
299476,38,36-55,F,True,False,usa,atlanta,33.64,-84.427,29.607,-95.159,['houston'],0 days 00:05:01,0.0,0.0,0.0,0.0,1,1,41,0,['houston'],1,0,['AirTran Airways'],192,['Radisson  - houston'],1,1,71,Winter,7.0,Winter,1110.0,International,0.18112014946384652,0.0,0,0,0,0,0,0
306819,59,56+,F,True,True,usa,new york,40.64,-73.779,39.175,-76.668,['baltimore'],0 days 00:02:26,0.0,0.0,0.0,0.0,1,1,19,0,['baltimore'],1,1,['Delta Air Lines'],50,['Conrad  - baltimore'],1,1,370,Spring,4.0,Spring,295.0,International,0.1759793702957992,0.0,0,1,0,0,0,0
312488,30,18-35,M,True,False,usa,new york,40.64,-73.779,32.82,-97.362,['fort worth'],0 days 00:02:26,0.0,0.0,0.0,0.0,1,1,20,0,['fort worth'],1,1,['United Airlines'],407,['Wyndham - fort worth'],0,1,299,Summer,6.0,Summer,2265.0,International,0.19104005544880215,0.0,0,1,0,0,0,0
313724,51,36-55,F,False,False,usa,tulsa,36.198,-95.888,45.323,-75.669,"['ottawa', 'jacksonville']",0 days 00:03:50.500000,0.0,0.0,0.0,0.0,2,2,31,0,"['ottawa', 'jacksonville']",1,1,"['Air Canada', 'Ryanair']",289,"['Fairmont - ottawa', 'Wyndham - jacksonville']",0,1,253,Winter,5.0,Winter,1718.0,International,0.17410012431140104,0.0,0,1,0,0,0,0
316527,41,36-55,F,True,True,canada,winnipeg,49.91,-97.234,45.323,-75.669,"['ottawa', 'san antonio']",0 days 00:03:00,0.0,0.5,0.0,0.025,2,2,24,0,"['ottawa', 'san antonio']",1,0,"['Air Canada', 'United Airlines']",345,"['Hilton - ottawa', 'Hyatt - san antonio']",2,1,160,Spring,6.0,Spring,1978.0,International,0.18325479980994203,0.0,0,0,0,0,0,0
317688,40,36-55,F,False,True,usa,indianapolis,39.717,-86.294,32.166,-110.883,"['tucson', 'chicago', 'fort worth', 'edmonton']",0 days 00:02:49,0.0,0.25,0.0,0.0125,4,4,23,0,"['tucson', 'chicago', 'fort worth', 'edmonton']",1,0,"['AirTran Airways', 'Southwest Airlines', 'United Airlines', 'United Airlines']",310,"['NH Hotel  - tucson', 'Crowne Plaza - chicago', 'Accor - fort worth', 'Rosewood - edmonton']",2,1,168,Winter/Spring/Summer,8.0,Winter/Spring/Summer,1608.0,International,0.21037658754599775,0.0,0,0,0,0,1,0
322867,46,36-55,F,False,False,usa,mobile,30.626,-88.068,30.194,-97.67,['austin'],0 days 00:04:20,0.0,0.0,0.0,0.0,1,1,35,0,['austin'],1,1,['American Airlines'],173,['Hilton - austin'],7,1,189,Winter,6.0,Winter,922.0,International,0.2027712578454508,0.0,0,1,0,0,0,0
324191,39,36-55,F,False,False,usa,san diego,32.733,-117.189,33.942,-118.408,['los angeles'],0 days 00:02:46,0.0,0.0,0.0,0.0,1,1,22,0,['los angeles'],1,0,['Delta Air Lines'],29,['Four Seasons - los angeles'],8,1,86,Spring,10.0,Spring,176.0,International,0.1690114930292997,0.0,0,0,0,0,0,0
330764,38,36-55,F,False,False,usa,detroit,42.409,-83.01,45.323,-75.669,['ottawa'],0 days 00:10:01,0.0,1.0,0.0,0.05,1,0,83,0,['ottawa'],3,1,['WestJet'],376,['nan'],0,0,0,Spring,11.0,Spring,671.0,International,0.7531406031994492,0.0,0,1,0,0,0,1
330893,43,36-55,F,True,True,usa,oklahoma city,35.393,-97.601,40.64,-73.779,"['new york', 'los angeles', 'houston']",0 days 00:03:31.333333333,0.0,0.0,0.0,0.0,3,3,28,0,"['new york', 'los angeles', 'houston']",1,1,"['Delta Air Lines', 'United Airlines', 'Spirit Airlines']",287,"['Choice Hotels - new york', 'Wyndham - los angeles', 'Four Seasons - houston']",1,1,138,Winter/Spring/Summer,5.0,Winter/Spring/Summer,1583.0,International,0.19341797276838435,0.0,0,1,0,0,1,0
334787,52,36-55,F,False,False,usa,minneapolis,44.88,-93.217,45.323,-75.669,"['ottawa', 'boston', 'columbus']",0 days 00:03:04.333333333,0.3333333333333333,0.0,0.016666666666666666,0.0,3,3,25,0,"['ottawa', 'boston', 'columbus']",1,1,"['WestJet', 'United Airlines', 'Air Canada']",253,"['Shangri-La - ottawa', 'Best Western - boston', 'Radisson  - columbus']",1,1,169,Winter/Spring,5.0,Winter/Spring,1395.0,International,0.18904419198826466,0.0010502455110459148,0,1,0,0,1,0
338086,40,36-55,F,False,True,usa,washington,38.944,-77.456,32.847,-96.852,['dallas'],0 days 00:03:02,0.0,1.0,0.0,0.2,1,1,24,0,['dallas'],1,1,['Southwest Airlines'],337,['Hyatt - dallas'],0,1,50,Winter,10.0,Winter,1869.0,International,0.19195464086384678,0.0,0,1,0,0,0,0
343928,64,56+,F,True,False,usa,el paso,31.849,-106.38,50.056,-97.032,['winnipeg'],0 days 00:03:22,0.0,0.0,0.0,0.0,1,1,27,0,['winnipeg'],1,0,['WestJet'],441,['InterContinental  - winnipeg'],3,1,116,Winter,5.0,Winter,2167.0,International,0.22620756585283852,0.0,0,0,0,0,0,0
347778,49,36-55,F,False,False,usa,las vegas,36.236,-115.034,42.409,-83.01,"['detroit', 'houston', 'san diego']",0 days 00:02:35,0.0,0.0,0.0,0.0,3,2,21,0,"['detroit', 'houston', 'san diego']",1,1,"['Ryanair', 'Southwest Airlines', 'Ryanair']",305,"['Hilton - detroit', 'nan', 'NH Hotel  - san diego']",2,1,152,Spring/Summer,5.0,Spring/Summer,1751.0,International,0.18291159565353526,0.0,0,1,0,0,1,0
348817,28,18-35,F,False,False,canada,calgary,51.114,-114.02,37.362,-121.929,"['san jose', 'montreal']",0 days 00:02:45.500000,0.0,0.0,0.0,0.0,2,2,22,0,"['san jose', 'montreal']",1,1,"['Cebu Pacific', 'United Airlines']",412,"['Conrad  - san jose', 'Choice Hotels - montreal']",2,1,130,Winter/Spring,5.0,Winter/Spring,2339.0,International,0.18580203997143058,0.0,0,1,0,0,0,0
349132,48,36-55,F,False,False,usa,cincinnati,39.046,-84.662,40.64,-73.779,"['new york', 'montreal']",0 days 00:02:27,0.0,0.0,0.0,0.0,2,2,20,0,"['new york', 'montreal']",2,0,"['United Airlines', 'Delta Air Lines']",361,"['InterContinental  - new york', 'Best Western - montreal']",4,2,152,Winter/Spring,6.0,Winter/Spring,1058.0,International,0.42954225463380724,0.0,0,0,0,0,0,0
350648,17,Under 18,F,False,False,usa,lincoln,40.851,-96.759,29.529,-98.279,['san antonio'],0 days 01:20:56.495698,1.0,1.0,0.0,0.0,1,1,80,1,['san antonio'],1,0,['American Airlines'],212,['Hyatt - san antonio'],3,1,185,Summer,0.0,Summer,1266.0,International,0.17297449147719335,0.0,0,0,0,0,0,0
353271,26,18-35,F,False,True,usa,milwaukee,42.947,-87.896,40.64,-73.779,['new york'],0 days 00:02:49,0.0,0.0,0.0,0.0,1,1,23,0,['new york'],2,0,['KLM Royal Dutch Airlines'],408,['Shangri-La - new york'],0,2,136,Spring,5.0,Spring,1197.0,International,0.42901406791629804,0.0,0,0,0,0,0,0
353694,39,36-55,F,False,True,usa,new york,40.777,-73.872,41.786,-87.752,"['chicago', 'memphis']",0 days 00:02:45.500000,0.0,0.0,0.0,0.0,2,2,22,0,"['chicago', 'memphis']",2,0,"['Southwest Airlines', 'United Airlines']",231,"['Choice Hotels - chicago', 'Marriott  - memphis']",4,2,124,Winter/Summer,8.0,Winter/Summer,1355.0,International,0.17743853688234051,0.0,0,0,0,0,0,0
354050,49,36-55,F,False,False,usa,detroit,42.409,-83.01,35.042,-89.977,"['memphis', 'san jose']",0 days 00:02:16,0.0,0.0,0.0,0.0,2,2,18,0,"['memphis', 'san jose']",1,0,"['Delta Air Lines', 'Cebu Pacific']",235,"['Rosewood - memphis', 'Aman Resorts - san jose']",4,1,106,Winter/Summer,6.0,Spring/Summer,2178.0,International,0.08502781628327648,0.0,0,0,0,0,0,0
354260,49,36-55,F,False,False,usa,providence,41.724,-71.428,29.607,-95.159,['houston'],0 days 00:02:25,0.0,0.0,0.0,0.0,1,1,19,0,['houston'],1,1,['JetBlue Airways'],441,['Banyan Tree  - houston'],2,1,260,Winter,8.0,Winter,2519.0,International,0.1842158843375824,0.0,0,1,0,0,0,0
354311,45,36-55,F,True,False,usa,tucson,32.166,-110.883,42.409,-83.01,['detroit'],0 days 00:01:39,0.0,0.0,0.0,0.0,1,0,13,0,['detroit'],1,0,['American Airlines'],480,['nan'],0,0,0,Winter,8.0,Winter,2700.0,International,0.18821502597647316,0.0,0,0,0,0,0,0
354950,53,36-55,M,True,False,usa,amarillo,35.219,-101.706,45.323,-75.669,['ottawa'],0 days 00:02:30,0.0,0.0,0.0,0.0,1,1,20,0,['ottawa'],1,1,['Air Canada'],461,['Rosewood - ottawa'],6,1,127,Winter,4.0,Winter,2463.0,International,0.20208395404371032,0.0,0,1,0,0,0,0
356046,34,18-35,F,False,False,canada,ottawa,45.323,-75.669,43.173,-79.935,['hamilton'],0 days 00:02:00,0.0,0.0,0.0,0.0,1,1,16,0,['hamilton'],2,0,['WestJet'],158,['Aman Resorts - hamilton'],3,2,102,Spring,7.0,Spring,415.0,International,0.4878880781950381,0.0,0,0,0,0,0,0
359072,51,36-55,F,True,True,canada,montreal,45.468,-73.741,46.788,-71.398,"['quebec', 'new york']",0 days 00:02:53.500000,0.0,0.0,0.0,0.0,2,2,24,0,"['quebec', 'new york']",1,0,"['Air Transat', 'Air France']",67,"['Fairmont - quebec', 'Crowne Plaza - new york']",2,1,165,Spring,8.0,Spring,385.0,International,0.18267503311515265,0.0,0,0,0,0,0,0
359080,41,36-55,F,True,False,usa,new york,40.64,-73.779,43.862,-79.37,['toronto'],0 days 00:02:39,0.0,0.0,0.0,0.0,1,1,21,0,['toronto'],1,1,['Air Canada'],108,['Wyndham - toronto'],1,1,324,Spring,6.0,Spring,583.0,International,0.19924676792963963,0.0,0,1,0,0,0,0
359653,55,36-55,M,False,False,canada,victoria,48.647,-123.426,33.942,-118.408,"['los angeles', 'fort worth']",0 days 00:03:19,0.0,0.5,0.0,0.05,2,2,27,0,"['los angeles', 'fort worth']",1,1,"['Delta Air Lines', 'American Airlines']",392,"['Marriott  - los angeles', 'Four Seasons - fort worth']",2,1,215,Winter,6.0,Winter,2239.0,International,0.18422871304530553,0.0,0,1,0,0,0,0
361459,41,36-55,F,True,True,usa,houston,29.607,-95.159,40.64,-73.779,['new york'],0 days 00:03:12,0.0,0.0,0.0,0.0,1,1,25,0,['new york'],1,1,['Qatar Airways'],394,['Banyan Tree  - new york'],1,1,165,Winter,6.0,Winter,2290.0,International,0.17976081449881814,0.0,0,1,0,0,0,0
